Ligand;Binding Affinity;rmsd/ub; rmsd/lb
toxin_10382485_uff_E=308.42_uff_E=308.33;-6.9;0.0;0.0
toxin_10382485_uff_E=308.42_uff_E=308.33;-6.9;22.0;18.972
toxin_10382485_uff_E=308.42_uff_E=308.33;-6.7;27.175;21.656
toxin_10382485_uff_E=308.42_uff_E=308.33;-6.6;20.778;18.882
toxin_10382485_uff_E=308.42_uff_E=308.33;-6.6;22.655;21.294
toxin_10382485_uff_E=308.42_uff_E=308.33;-6.5;30.196;28.228
toxin_10382485_uff_E=308.42_uff_E=308.33;-6.4;7.83;5.318
toxin_10382485_uff_E=308.42_uff_E=308.33;-6.4;50.419;45.026
toxin_10382485_uff_E=308.42_uff_E=308.33;-6.3;38.675;35.789
toxin_10382701_uff_E=589.87_uff_E=589.87;-7.0;0.0;0.0
toxin_10382701_uff_E=589.87_uff_E=589.87;-6.8;2.291;0.958
toxin_10382701_uff_E=589.87_uff_E=589.87;-6.6;3.757;1.677
toxin_10382701_uff_E=589.87_uff_E=589.87;-6.6;7.939;2.303
toxin_10382701_uff_E=589.87_uff_E=589.87;-6.5;6.105;1.957
toxin_10382701_uff_E=589.87_uff_E=589.87;-6.4;19.826;16.373
toxin_10382701_uff_E=589.87_uff_E=589.87;-6.4;4.043;1.669
toxin_10382701_uff_E=589.87_uff_E=589.87;-6.3;41.346;39.377
toxin_10382701_uff_E=589.87_uff_E=589.87;-6.2;7.669;2.214
toxin_11551959_uff_E=339.82;-6.7;0.0;0.0
toxin_11551959_uff_E=339.82;-6.2;2.624;1.417
toxin_11551959_uff_E=339.82;-6.1;11.098;7.846
toxin_11551959_uff_E=339.82;-6.1;31.622;28.47
toxin_11551959_uff_E=339.82;-6.0;7.9;4.336
toxin_11551959_uff_E=339.82;-6.0;24.156;20.95
toxin_11551959_uff_E=339.82;-5.8;2.432;1.694
toxin_11551959_uff_E=339.82;-5.8;18.173;14.886
toxin_11551959_uff_E=339.82;-5.7;7.22;4.344
toxin_160570_uff_E=347.82_uff_E=315.48;-5.9;0.0;0.0
toxin_160570_uff_E=347.82_uff_E=315.48;-5.5;43.617;39.84
toxin_160570_uff_E=347.82_uff_E=315.48;-5.5;7.343;2.15
toxin_160570_uff_E=347.82_uff_E=315.48;-5.4;7.082;1.879
toxin_160570_uff_E=347.82_uff_E=315.48;-5.1;40.876;38.811
toxin_160570_uff_E=347.82_uff_E=315.48;-5.0;31.997;27.626
toxin_160570_uff_E=347.82_uff_E=315.48;-5.0;23.825;18.576
toxin_160570_uff_E=347.82_uff_E=315.48;-4.9;7.007;1.862
toxin_160570_uff_E=347.82_uff_E=315.48;-4.9;48.257;45.136
toxin_16078_uff_E=312.91;-6.4;0.0;0.0
toxin_16078_uff_E=312.91;-6.1;20.57;18.352
toxin_16078_uff_E=312.91;-6.1;27.465;24.598
toxin_16078_uff_E=312.91;-6.0;43.072;40.515
toxin_16078_uff_E=312.91;-6.0;27.607;25.192
toxin_16078_uff_E=312.91;-5.9;18.006;14.791
toxin_16078_uff_E=312.91;-5.9;44.143;41.337
toxin_16078_uff_E=312.91;-5.9;18.321;15.177
toxin_16078_uff_E=312.91;-5.8;46.774;43.733
toxin_162113_uff_E=700.71;-6.0;0.0;0.0
toxin_162113_uff_E=700.71;-5.8;49.084;45.183
toxin_162113_uff_E=700.71;-5.6;29.63;26.051
toxin_162113_uff_E=700.71;-5.5;19.915;18.589
toxin_162113_uff_E=700.71;-5.5;20.089;18.382
toxin_162113_uff_E=700.71;-5.4;31.541;27.382
toxin_162113_uff_E=700.71;-5.4;23.105;18.885
toxin_162113_uff_E=700.71;-5.3;47.804;43.799
toxin_162113_uff_E=700.71;-5.2;27.94;25.928
toxin_2543_uff_E=246.61;-6.1;0.0;0.0
toxin_2543_uff_E=246.61;-6.0;27.241;23.42
toxin_2543_uff_E=246.61;-6.0;16.426;14.182
toxin_2543_uff_E=246.61;-5.9;43.746;40.238
toxin_2543_uff_E=246.61;-5.8;16.728;14.18
toxin_2543_uff_E=246.61;-5.7;17.485;14.608
toxin_2543_uff_E=246.61;-5.7;6.485;1.636
toxin_2543_uff_E=246.61;-5.7;17.154;13.585
toxin_2543_uff_E=246.61;-5.6;9.128;3.866
toxin_2977_uff_E=326.49;-6.2;0.0;0.0
toxin_2977_uff_E=326.49;-5.9;13.344;10.471
toxin_2977_uff_E=326.49;-5.9;20.693;19.185
toxin_2977_uff_E=326.49;-5.7;24.099;19.708
toxin_2977_uff_E=326.49;-5.7;12.785;9.658
toxin_2977_uff_E=326.49;-5.6;20.786;18.66
toxin_2977_uff_E=326.49;-5.6;32.303;28.639
toxin_2977_uff_E=326.49;-5.6;26.153;22.726
toxin_2977_uff_E=326.49;-5.6;22.027;19.061
toxin_30219_uff_E=202.54_uff_E=202.45;-6.0;0.0;0.0
toxin_30219_uff_E=202.54_uff_E=202.45;-5.9;7.629;2.592
toxin_30219_uff_E=202.54_uff_E=202.45;-5.8;39.635;36.879
toxin_30219_uff_E=202.54_uff_E=202.45;-5.8;8.857;3.056
toxin_30219_uff_E=202.54_uff_E=202.45;-5.7;39.706;36.977
toxin_30219_uff_E=202.54_uff_E=202.45;-5.5;4.907;2.87
toxin_30219_uff_E=202.54_uff_E=202.45;-5.5;19.984;17.507
toxin_30219_uff_E=202.54_uff_E=202.45;-5.5;40.332;37.093
toxin_30219_uff_E=202.54_uff_E=202.45;-5.4;40.204;36.925
toxin_3081990_uff_E=436.26;-6.4;0.0;0.0
toxin_3081990_uff_E=436.26;-6.4;7.477;1.367
toxin_3081990_uff_E=436.26;-6.2;28.493;25.183
toxin_3081990_uff_E=436.26;-6.1;26.529;24.734
toxin_3081990_uff_E=436.26;-6.0;18.711;15.675
toxin_3081990_uff_E=436.26;-5.9;27.839;25.223
toxin_3081990_uff_E=436.26;-5.9;25.423;22.237
toxin_3081990_uff_E=436.26;-5.7;22.624;18.45
toxin_3081990_uff_E=436.26;-5.7;17.542;15.54
toxin_3084339_uff_E=384.28_uff_E=384.23;-6.0;0.0;0.0
toxin_3084339_uff_E=384.28_uff_E=384.23;-5.9;41.362;37.857
toxin_3084339_uff_E=384.28_uff_E=384.23;-5.5;15.217;12.247
toxin_3084339_uff_E=384.28_uff_E=384.23;-5.5;43.654;40.527
toxin_3084339_uff_E=384.28_uff_E=384.23;-5.5;38.12;34.392
toxin_3084339_uff_E=384.28_uff_E=384.23;-5.5;33.672;29.459
toxin_3084339_uff_E=384.28_uff_E=384.23;-5.5;33.703;29.733
toxin_3084339_uff_E=384.28_uff_E=384.23;-5.4;39.101;36.012
toxin_3084339_uff_E=384.28_uff_E=384.23;-5.3;28.557;26.173
toxin_448281_uff_E=411.18;-5.7;0.0;0.0
toxin_448281_uff_E=411.18;-5.6;22.063;18.629
toxin_448281_uff_E=411.18;-5.6;4.51;3.542
toxin_448281_uff_E=411.18;-5.5;4.945;3.842
toxin_448281_uff_E=411.18;-5.5;20.943;18.635
toxin_448281_uff_E=411.18;-5.4;31.665;28.596
toxin_448281_uff_E=411.18;-5.4;6.115;4.173
toxin_448281_uff_E=411.18;-5.4;43.367;41.228
toxin_448281_uff_E=411.18;-5.4;7.203;3.784
toxin_5315659_uff_E=207.02;-5.2;0.0;0.0
toxin_5315659_uff_E=207.02;-5.1;35.454;33.356
toxin_5315659_uff_E=207.02;-5.1;25.198;22.885
toxin_5315659_uff_E=207.02;-5.0;26.412;24.102
toxin_5315659_uff_E=207.02;-5.0;36.198;33.921
toxin_5315659_uff_E=207.02;-5.0;34.811;32.708
toxin_5315659_uff_E=207.02;-4.9;36.335;34.081
toxin_5315659_uff_E=207.02;-4.9;37.159;34.584
toxin_5315659_uff_E=207.02;-4.8;35.856;33.615
toxin_59444380_uff_E=965.10_uff_E=964.79;-5.7;0.0;0.0
toxin_59444380_uff_E=965.10_uff_E=964.79;-5.7;6.578;2.199
toxin_59444380_uff_E=965.10_uff_E=964.79;-5.6;5.899;1.791
toxin_59444380_uff_E=965.10_uff_E=964.79;-5.6;43.793;40.366
toxin_59444380_uff_E=965.10_uff_E=964.79;-5.6;19.312;15.341
toxin_59444380_uff_E=965.10_uff_E=964.79;-5.5;3.063;1.994
toxin_59444380_uff_E=965.10_uff_E=964.79;-5.4;40.448;36.734
toxin_59444380_uff_E=965.10_uff_E=964.79;-5.3;40.864;38.933
toxin_59444380_uff_E=965.10_uff_E=964.79;-5.1;9.065;5.52
toxin_59444391_uff_E=370.19;-6.3;0.0;0.0
toxin_59444391_uff_E=370.19;-6.0;26.003;24.451
toxin_59444391_uff_E=370.19;-6.0;40.545;38.091
toxin_59444391_uff_E=370.19;-6.0;6.604;2.407
toxin_59444391_uff_E=370.19;-5.9;26.031;24.117
toxin_59444391_uff_E=370.19;-5.9;26.045;23.925
toxin_59444391_uff_E=370.19;-5.8;23.621;20.78
toxin_59444391_uff_E=370.19;-5.8;24.272;22.246
toxin_59444391_uff_E=370.19;-5.8;43.85;41.37
toxin_59444416_uff_E=413.35;-6.4;0.0;0.0
toxin_59444416_uff_E=413.35;-6.3;26.248;24.38
toxin_59444416_uff_E=413.35;-6.1;6.285;3.973
toxin_59444416_uff_E=413.35;-6.1;25.051;23.388
toxin_59444416_uff_E=413.35;-6.0;26.118;24.861
toxin_59444416_uff_E=413.35;-5.9;13.48;10.973
toxin_59444416_uff_E=413.35;-5.9;26.46;24.926
toxin_59444416_uff_E=413.35;-5.9;17.005;13.788
toxin_59444416_uff_E=413.35;-5.9;36.046;34.367
toxin_622545_uff_E=238.23;-6.3;0.0;0.0
toxin_622545_uff_E=238.23;-6.3;27.754;25.179
toxin_622545_uff_E=238.23;-6.2;17.291;15.151
toxin_622545_uff_E=238.23;-6.2;28.129;24.862
toxin_622545_uff_E=238.23;-6.1;24.545;19.71
toxin_622545_uff_E=238.23;-6.1;27.972;24.961
toxin_622545_uff_E=238.23;-6.0;19.652;14.738
toxin_622545_uff_E=238.23;-5.8;23.601;21.137
toxin_622545_uff_E=238.23;-5.6;21.518;18.448
toxin_644019_uff_E=884.69_uff_E=727.24;-5.6;0.0;0.0
toxin_644019_uff_E=884.69_uff_E=727.24;-5.5;17.744;14.474
toxin_644019_uff_E=884.69_uff_E=727.24;-5.4;1.948;1.27
toxin_644019_uff_E=884.69_uff_E=727.24;-5.4;6.724;1.597
toxin_644019_uff_E=884.69_uff_E=727.24;-5.3;40.803;37.987
toxin_644019_uff_E=884.69_uff_E=727.24;-5.3;40.001;38.125
toxin_644019_uff_E=884.69_uff_E=727.24;-5.3;2.76;1.54
toxin_644019_uff_E=884.69_uff_E=727.24;-5.2;6.938;2.271
toxin_644019_uff_E=884.69_uff_E=727.24;-5.2;47.147;42.941
toxin_6449999_uff_E=322.02;-5.1;0.0;0.0
toxin_6449999_uff_E=322.02;-4.9;6.469;3.319
toxin_6449999_uff_E=322.02;-4.7;41.094;38.364
toxin_6449999_uff_E=322.02;-4.6;41.712;38.713
toxin_6449999_uff_E=322.02;-4.5;22.902;20.442
toxin_6449999_uff_E=322.02;-4.5;4.064;2.268
toxin_6449999_uff_E=322.02;-4.4;13.06;10.989
toxin_6449999_uff_E=322.02;-4.4;17.778;15.883
toxin_6449999_uff_E=322.02;-4.4;36.828;34.266
toxin_71437560_uff_E=1025.03;-6.1;0.0;0.0
toxin_71437560_uff_E=1025.03;-6.0;40.751;37.981
toxin_71437560_uff_E=1025.03;-6.0;5.889;2.459
toxin_71437560_uff_E=1025.03;-5.7;26.585;24.815
toxin_71437560_uff_E=1025.03;-5.6;40.775;37.994
toxin_71437560_uff_E=1025.03;-5.5;41.254;38.445
toxin_71437560_uff_E=1025.03;-5.4;27.263;25.104
toxin_71437560_uff_E=1025.03;-5.4;23.89;19.909
toxin_71437560_uff_E=1025.03;-5.3;32.351;30.46
toxin_93147_uff_E=308.78;-6.2;0.0;0.0
toxin_93147_uff_E=308.78;-6.0;25.911;25.068
toxin_93147_uff_E=308.78;-6.0;19.89;17.622
toxin_93147_uff_E=308.78;-5.9;21.42;19.192
toxin_93147_uff_E=308.78;-5.9;22.331;19.897
toxin_93147_uff_E=308.78;-5.8;26.063;23.544
toxin_93147_uff_E=308.78;-5.7;28.926;27.851
toxin_93147_uff_E=308.78;-5.7;20.74;18.906
toxin_93147_uff_E=308.78;-5.7;26.532;24.231
toxin_98523_uff_E=421.46;-6.5;0.0;0.0
toxin_98523_uff_E=421.46;-6.3;26.699;24.67
toxin_98523_uff_E=421.46;-6.1;1.281;0.873
toxin_98523_uff_E=421.46;-5.9;26.08;24.469
toxin_98523_uff_E=421.46;-5.9;36.049;33.975
toxin_98523_uff_E=421.46;-5.9;6.22;3.129
toxin_98523_uff_E=421.46;-5.9;24.456;22.552
toxin_98523_uff_E=421.46;-5.8;25.974;24.068
toxin_98523_uff_E=421.46;-5.8;29.236;27.08
toxin_Conformer3D_CID_10559369;-4.6;0.0;0.0
toxin_Conformer3D_CID_10559369;-4.3;10.453;9.454
toxin_Conformer3D_CID_10559369;-4.1;29.039;27.662
toxin_Conformer3D_CID_10559369;-4.0;27.562;25.855
toxin_Conformer3D_CID_10559369;-4.0;4.165;2.704
toxin_Conformer3D_CID_10559369;-4.0;46.405;45.175
toxin_Conformer3D_CID_10559369;-4.0;29.275;26.722
toxin_Conformer3D_CID_10559369;-3.9;26.959;25.355
toxin_Conformer3D_CID_10559369;-3.9;29.209;27.992
toxin_Conformer3D_CID_10704181;-5.6;0.0;0.0
toxin_Conformer3D_CID_10704181;-5.6;3.534;1.613
toxin_Conformer3D_CID_10704181;-5.3;36.808;34.424
toxin_Conformer3D_CID_10704181;-5.1;22.357;19.747
toxin_Conformer3D_CID_10704181;-5.0;40.952;38.6
toxin_Conformer3D_CID_10704181;-4.9;40.207;38.229
toxin_Conformer3D_CID_10704181;-4.8;4.813;2.929
toxin_Conformer3D_CID_10704181;-4.8;40.377;38.261
toxin_Conformer3D_CID_10704181;-4.7;27.052;25.219
toxin_Conformer3D_CID_10891602;-5.8;0.0;0.0
toxin_Conformer3D_CID_10891602;-5.7;41.277;39.065
toxin_Conformer3D_CID_10891602;-5.7;40.142;37.965
toxin_Conformer3D_CID_10891602;-5.6;7.473;4.149
toxin_Conformer3D_CID_10891602;-5.5;6.886;3.045
toxin_Conformer3D_CID_10891602;-5.5;42.175;39.899
toxin_Conformer3D_CID_10891602;-5.5;7.445;4.906
toxin_Conformer3D_CID_10891602;-5.4;17.726;14.877
toxin_Conformer3D_CID_10891602;-5.4;43.06;39.568
toxin_Conformer3D_CID_11086474;-5.5;0.0;0.0
toxin_Conformer3D_CID_11086474;-5.2;29.14;26.632
toxin_Conformer3D_CID_11086474;-5.2;30.624;28.677
toxin_Conformer3D_CID_11086474;-5.2;41.685;38.741
toxin_Conformer3D_CID_11086474;-5.1;6.458;2.546
toxin_Conformer3D_CID_11086474;-5.1;35.644;32.224
toxin_Conformer3D_CID_11086474;-5.0;18.571;15.707
toxin_Conformer3D_CID_11086474;-5.0;29.192;27.049
toxin_Conformer3D_CID_11086474;-5.0;47.356;44.054
toxin_Conformer3D_CID_12444363;-5.1;0.0;0.0
toxin_Conformer3D_CID_12444363;-4.6;47.155;44.364
toxin_Conformer3D_CID_12444363;-4.6;10.666;8.199
toxin_Conformer3D_CID_12444363;-4.5;13.923;11.491
toxin_Conformer3D_CID_12444363;-4.5;30.368;28.223
toxin_Conformer3D_CID_12444363;-4.3;29.401;26.67
toxin_Conformer3D_CID_12444363;-4.3;18.196;16.856
toxin_Conformer3D_CID_12444363;-4.2;21.585;19.685
toxin_Conformer3D_CID_12444363;-4.1;16.095;13.316
toxin_Conformer3D_CID_12960452;-5.9;0.0;0.0
toxin_Conformer3D_CID_12960452;-5.4;26.308;23.264
toxin_Conformer3D_CID_12960452;-5.4;43.863;40.728
toxin_Conformer3D_CID_12960452;-5.3;30.422;27.872
toxin_Conformer3D_CID_12960452;-5.2;25.383;22.88
toxin_Conformer3D_CID_12960452;-4.9;25.358;22.94
toxin_Conformer3D_CID_12960452;-4.9;15.037;12.638
toxin_Conformer3D_CID_12960452;-4.8;18.595;16.325
toxin_Conformer3D_CID_12960452;-4.8;23.132;21.554
toxin_Conformer3D_CID_135887;-8.2;0.0;0.0
toxin_Conformer3D_CID_135887;-8.0;25.044;21.779
toxin_Conformer3D_CID_135887;-7.6;17.987;16.503
toxin_Conformer3D_CID_135887;-7.6;9.87;2.11
toxin_Conformer3D_CID_135887;-7.5;29.16;26.127
toxin_Conformer3D_CID_135887;-7.3;16.285;11.081
toxin_Conformer3D_CID_135887;-7.1;25.159;22.179
toxin_Conformer3D_CID_135887;-7.0;7.015;5.384
toxin_Conformer3D_CID_135887;-6.9;27.362;21.445
toxin_Conformer3D_CID_14413733;-5.5;0.0;0.0
toxin_Conformer3D_CID_14413733;-4.9;3.302;1.884
toxin_Conformer3D_CID_14413733;-4.9;3.841;2.303
toxin_Conformer3D_CID_14413733;-4.5;27.969;26.394
toxin_Conformer3D_CID_14413733;-4.5;19.203;17.081
toxin_Conformer3D_CID_14413733;-4.5;31.468;29.497
toxin_Conformer3D_CID_14413733;-4.4;18.933;17.915
toxin_Conformer3D_CID_14413733;-4.2;11.365;10.159
toxin_Conformer3D_CID_14413733;-4.2;11.487;10.487
toxin_Conformer3D_CID_15071544;-6.4;0.0;0.0
toxin_Conformer3D_CID_15071544;-6.2;10.441;7.421
toxin_Conformer3D_CID_15071544;-5.8;28.931;27.344
toxin_Conformer3D_CID_15071544;-5.8;2.226;1.472
toxin_Conformer3D_CID_15071544;-5.7;6.334;3.483
toxin_Conformer3D_CID_15071544;-5.6;30.561;27.344
toxin_Conformer3D_CID_15071544;-5.5;6.725;2.002
toxin_Conformer3D_CID_15071544;-5.5;60.956;57.736
toxin_Conformer3D_CID_15071544;-5.4;26.916;24.025
toxin_Conformer3D_CID_15558241;-5.8;0.0;0.0
toxin_Conformer3D_CID_15558241;-5.6;48.587;45.071
toxin_Conformer3D_CID_15558241;-5.5;21.74;16.592
toxin_Conformer3D_CID_15558241;-5.4;47.709;45.687
toxin_Conformer3D_CID_15558241;-5.4;48.447;44.99
toxin_Conformer3D_CID_15558241;-5.3;8.024;3.571
toxin_Conformer3D_CID_15558241;-5.3;30.852;27.543
toxin_Conformer3D_CID_15558241;-5.2;20.824;16.818
toxin_Conformer3D_CID_15558241;-5.2;48.65;45.376
toxin_Conformer3D_CID_17868;-4.6;0.0;0.0
toxin_Conformer3D_CID_17868;-4.4;10.408;8.701
toxin_Conformer3D_CID_17868;-4.2;4.113;0.999
toxin_Conformer3D_CID_17868;-4.2;22.882;21.493
toxin_Conformer3D_CID_17868;-4.2;31.479;30.203
toxin_Conformer3D_CID_17868;-4.2;31.209;30.368
toxin_Conformer3D_CID_17868;-4.2;18.434;17.005
toxin_Conformer3D_CID_17868;-4.1;11.168;9.502
toxin_Conformer3D_CID_17868;-4.1;26.445;24.607
toxin_Conformer3D_CID_18827;-3.6;0.0;0.0
toxin_Conformer3D_CID_18827;-3.6;23.377;21.063
toxin_Conformer3D_CID_18827;-3.6;22.832;21.237
toxin_Conformer3D_CID_18827;-3.5;24.139;22.614
toxin_Conformer3D_CID_18827;-3.5;22.872;21.086
toxin_Conformer3D_CID_18827;-3.5;21.859;20.394
toxin_Conformer3D_CID_18827;-3.4;21.666;20.098
toxin_Conformer3D_CID_18827;-3.4;24.809;23.278
toxin_Conformer3D_CID_18827;-3.3;15.432;13.624
toxin_Conformer3D_CID_21592263;-5.4;0.0;0.0
toxin_Conformer3D_CID_21592263;-5.2;44.649;42.51
toxin_Conformer3D_CID_21592263;-5.2;26.666;23.846
toxin_Conformer3D_CID_21592263;-5.2;26.258;23.757
toxin_Conformer3D_CID_21592263;-5.0;42.463;39.254
toxin_Conformer3D_CID_21592263;-4.9;27.249;25.218
toxin_Conformer3D_CID_21592263;-4.8;5.274;3.279
toxin_Conformer3D_CID_21592263;-4.8;17.734;15.264
toxin_Conformer3D_CID_21592263;-4.8;26.011;23.765
toxin_Conformer3D_CID_22311;-4.6;0.0;0.0
toxin_Conformer3D_CID_22311;-4.5;22.076;20.654
toxin_Conformer3D_CID_22311;-4.4;4.32;0.971
toxin_Conformer3D_CID_22311;-4.4;22.431;21.05
toxin_Conformer3D_CID_22311;-4.4;4.701;0.687
toxin_Conformer3D_CID_22311;-4.3;26.294;24.476
toxin_Conformer3D_CID_22311;-4.3;3.99;2.042
toxin_Conformer3D_CID_22311;-4.2;3.083;2.377
toxin_Conformer3D_CID_22311;-4.2;4.379;1.263
toxin_Conformer3D_CID_26049;-4.7;0.0;0.0
toxin_Conformer3D_CID_26049;-4.4;21.887;20.501
toxin_Conformer3D_CID_26049;-4.3;21.311;19.234
toxin_Conformer3D_CID_26049;-4.3;22.052;20.207
toxin_Conformer3D_CID_26049;-4.2;21.841;20.365
toxin_Conformer3D_CID_26049;-4.1;4.15;1.382
toxin_Conformer3D_CID_26049;-4.1;2.873;1.578
toxin_Conformer3D_CID_26049;-4.1;22.211;20.861
toxin_Conformer3D_CID_26049;-4.0;23.005;22.054
toxin_Conformer3D_CID_27209;-5.5;0.0;0.0
toxin_Conformer3D_CID_27209;-5.2;12.689;11.184
toxin_Conformer3D_CID_27209;-4.9;2.877;1.227
toxin_Conformer3D_CID_27209;-4.9;21.572;19.967
toxin_Conformer3D_CID_27209;-4.9;12.36;11.019
toxin_Conformer3D_CID_27209;-4.8;18.745;17.074
toxin_Conformer3D_CID_27209;-4.6;4.089;2.241
toxin_Conformer3D_CID_27209;-4.6;40.809;38.999
toxin_Conformer3D_CID_27209;-4.6;41.598;39.755
toxin_Conformer3D_CID_2758;-4.4;0.0;0.0
toxin_Conformer3D_CID_2758;-4.4;18.328;17.08
toxin_Conformer3D_CID_2758;-4.3;2.93;1.138
toxin_Conformer3D_CID_2758;-4.2;3.26;0.949
toxin_Conformer3D_CID_2758;-4.1;21.084;19.606
toxin_Conformer3D_CID_2758;-4.1;22.479;20.859
toxin_Conformer3D_CID_2758;-4.1;19.697;18.248
toxin_Conformer3D_CID_2758;-4.1;19.942;18.358
toxin_Conformer3D_CID_2758;-4.0;39.3;38.058
toxin_Conformer3D_CID_5280681;-7.1;0.0;0.0
toxin_Conformer3D_CID_5280681;-6.9;6.64;1.738
toxin_Conformer3D_CID_5280681;-6.6;11.582;8.785
toxin_Conformer3D_CID_5280681;-6.5;16.505;11.541
toxin_Conformer3D_CID_5280681;-6.1;24.396;20.147
toxin_Conformer3D_CID_5280681;-6.1;17.316;13.336
toxin_Conformer3D_CID_5280681;-6.1;15.652;12.209
toxin_Conformer3D_CID_5280681;-6.0;29.134;25.276
toxin_Conformer3D_CID_5280681;-6.0;30.821;28.118
toxin_Conformer3D_CID_5280862;-6.6;0.0;0.0
toxin_Conformer3D_CID_5280862;-6.1;11.054;8.861
toxin_Conformer3D_CID_5280862;-6.1;26.759;23.168
toxin_Conformer3D_CID_5280862;-6.0;16.189;11.667
toxin_Conformer3D_CID_5280862;-5.8;29.39;25.422
toxin_Conformer3D_CID_5280862;-5.7;5.75;3.035
toxin_Conformer3D_CID_5280862;-5.6;26.925;22.995
toxin_Conformer3D_CID_5280862;-5.6;16.097;13.224
toxin_Conformer3D_CID_5280862;-5.5;25.502;22.164
toxin_Conformer3D_CID_565059;-4.7;0.0;0.0
toxin_Conformer3D_CID_565059;-4.5;26.782;24.928
toxin_Conformer3D_CID_565059;-4.5;3.21;2.469
toxin_Conformer3D_CID_565059;-4.5;22.928;20.279
toxin_Conformer3D_CID_565059;-4.4;23.034;21.064
toxin_Conformer3D_CID_565059;-4.3;28.745;27.665
toxin_Conformer3D_CID_565059;-4.3;25.043;22.226
toxin_Conformer3D_CID_565059;-4.3;16.039;15.175
toxin_Conformer3D_CID_565059;-4.1;20.655;18.707
toxin_Conformer3D_CID_6125150;-5.2;0.0;0.0
toxin_Conformer3D_CID_6125150;-5.2;24.382;22.975
toxin_Conformer3D_CID_6125150;-5.1;41.83;39.484
toxin_Conformer3D_CID_6125150;-5.1;24.513;23.474
toxin_Conformer3D_CID_6125150;-4.9;24.436;23.021
toxin_Conformer3D_CID_6125150;-4.9;23.668;22.34
toxin_Conformer3D_CID_6125150;-4.9;42.07;39.149
toxin_Conformer3D_CID_6125150;-4.8;16.822;14.913
toxin_Conformer3D_CID_6125150;-4.8;24.754;23.283
toxin_Conformer3D_CID_6427504;-4.9;0.0;0.0
toxin_Conformer3D_CID_6427504;-4.8;16.551;15.247
toxin_Conformer3D_CID_6427504;-4.7;25.947;23.565
toxin_Conformer3D_CID_6427504;-4.7;46.608;44.025
toxin_Conformer3D_CID_6427504;-4.7;24.864;22.381
toxin_Conformer3D_CID_6427504;-4.7;23.266;20.774
toxin_Conformer3D_CID_6427504;-4.6;47.053;44.485
toxin_Conformer3D_CID_6427504;-4.6;2.645;1.449
toxin_Conformer3D_CID_6427504;-4.6;16.453;15.08
toxin_Conformer3D_CID_6452084;-5.8;0.0;0.0
toxin_Conformer3D_CID_6452084;-5.5;24.912;21.378
toxin_Conformer3D_CID_6452084;-5.5;17.55;13.827
toxin_Conformer3D_CID_6452084;-5.4;28.339;26.816
toxin_Conformer3D_CID_6452084;-5.3;33.312;29.808
toxin_Conformer3D_CID_6452084;-5.3;7.826;4.516
toxin_Conformer3D_CID_6452084;-5.3;26.4;21.049
toxin_Conformer3D_CID_6452084;-5.2;26.122;20.918
toxin_Conformer3D_CID_6452084;-5.2;23.814;21.189
toxin_Conformer3D_CID_6452086;-5.8;0.0;0.0
toxin_Conformer3D_CID_6452086;-5.7;2.938;1.811
toxin_Conformer3D_CID_6452086;-5.7;22.731;20.439
toxin_Conformer3D_CID_6452086;-5.6;29.912;26.823
toxin_Conformer3D_CID_6452086;-5.3;31.075;29.843
toxin_Conformer3D_CID_6452086;-5.3;28.829;26.36
toxin_Conformer3D_CID_6452086;-5.0;25.687;24.011
toxin_Conformer3D_CID_6452086;-4.9;16.971;15.037
toxin_Conformer3D_CID_6452086;-4.9;23.004;20.613
toxin_Conformer3D_CID_68871695;-4.9;0.0;0.0
toxin_Conformer3D_CID_68871695;-4.7;3.469;1.708
toxin_Conformer3D_CID_68871695;-4.5;3.871;2.036
toxin_Conformer3D_CID_68871695;-4.4;2.506;1.708
toxin_Conformer3D_CID_68871695;-4.4;1.957;1.599
toxin_Conformer3D_CID_68871695;-4.2;18.296;17.003
toxin_Conformer3D_CID_68871695;-4.2;20.84;19.802
toxin_Conformer3D_CID_68871695;-4.1;21.566;20.419
toxin_Conformer3D_CID_68871695;-4.1;16.001;15.049
toxin_Conformer3D_CID_7460;-4.8;0.0;0.0
toxin_Conformer3D_CID_7460;-4.6;21.991;20.808
toxin_Conformer3D_CID_7460;-4.5;23.2;21.847
toxin_Conformer3D_CID_7460;-4.4;18.726;17.456
toxin_Conformer3D_CID_7460;-4.2;10.482;8.581
toxin_Conformer3D_CID_7460;-4.2;10.604;8.942
toxin_Conformer3D_CID_7460;-4.2;17.316;16.383
toxin_Conformer3D_CID_7460;-4.1;26.258;24.429
toxin_Conformer3D_CID_7460;-4.0;29.668;27.26
toxin_Conformer3D_CID_91700481;-4.9;0.0;0.0
toxin_Conformer3D_CID_91700481;-4.8;13.753;11.354
toxin_Conformer3D_CID_91700481;-4.4;24.535;22.525
toxin_Conformer3D_CID_91700481;-4.3;23.879;22.83
toxin_Conformer3D_CID_91700481;-4.2;15.641;12.782
toxin_Conformer3D_CID_91700481;-4.0;20.55;19.124
toxin_Conformer3D_CID_91700481;-4.0;17.6;16.458
toxin_Conformer3D_CID_91700481;-4.0;5.886;2.662
toxin_Conformer3D_CID_91700481;-3.9;25.146;23.058
toxin_Conformer3D_CID_91705071;-5.1;0.0;0.0
toxin_Conformer3D_CID_91705071;-5.0;2.428;1.485
toxin_Conformer3D_CID_91705071;-4.8;23.172;21.783
