Ligand;Binding Affinity;rmsd/ub; rmsd/lb
toxin_MNPDB00420;-5.2;10.282;8.943
toxin_MNPDB00420;-4.7;21.605;19.664
toxin_MNPDB00420;-4.4;21.202;19.225
toxin_MNPDB00420;-4.4;16.16;15.391
toxin_MNPDB00421;-4.4;0.0;0.0
toxin_MNPDB00421;-4.3;2.604;1.655
toxin_MNPDB00421;-4.3;25.205;23.756
toxin_MNPDB00421;-4.2;19.022;17.044
toxin_MNPDB00421;-4.1;24.343;21.443
toxin_MNPDB00421;-4.0;27.999;26.414
toxin_MNPDB00421;-4.0;17.073;15.678
toxin_MNPDB00421;-4.0;19.932;17.201
toxin_MNPDB00421;-4.0;18.876;17.578
toxin_MNPDB00422;-6.1;0.0;0.0
toxin_MNPDB00422;-5.9;27.721;23.558
toxin_MNPDB00422;-5.6;41.439;38.996
toxin_MNPDB00422;-5.6;43.368;40.285
toxin_MNPDB00422;-5.5;41.871;37.952
toxin_MNPDB00422;-5.4;4.586;2.305
toxin_MNPDB00422;-5.4;31.546;29.447
toxin_MNPDB00422;-5.4;27.052;22.691
toxin_MNPDB00422;-5.3;30.219;28.098
toxin_MNPDB00423;-6.3;0.0;0.0
toxin_MNPDB00423;-6.1;22.153;17.45
toxin_MNPDB00423;-6.1;25.71;22.248
toxin_MNPDB00423;-6.1;20.277;17.006
toxin_MNPDB00423;-5.9;25.241;20.801
toxin_MNPDB00423;-5.9;45.428;43.385
toxin_MNPDB00423;-5.8;16.934;12.89
toxin_MNPDB00423;-5.8;16.141;12.869
toxin_MNPDB00423;-5.7;24.666;21.221
toxin_MNPDB00424;-7.4;0.0;0.0
toxin_MNPDB00424;-7.3;23.25;20.791
toxin_MNPDB00424;-7.2;1.966;1.523
toxin_MNPDB00424;-7.1;16.0;11.575
toxin_MNPDB00424;-6.9;6.493;3.85
toxin_MNPDB00424;-6.7;23.132;20.662
toxin_MNPDB00424;-6.6;30.511;28.103
toxin_MNPDB00424;-6.6;23.306;20.95
toxin_MNPDB00424;-6.6;23.644;21.565
toxin_MNPDB00425;-6.3;0.0;0.0
toxin_MNPDB00425;-6.2;15.852;11.315
toxin_MNPDB00425;-6.1;18.592;14.831
toxin_MNPDB00425;-6.1;18.538;14.577
toxin_MNPDB00425;-6.1;14.563;10.65
toxin_MNPDB00425;-5.9;28.564;25.983
toxin_MNPDB00425;-5.9;23.522;21.769
toxin_MNPDB00425;-5.9;16.944;14.858
toxin_MNPDB00425;-5.8;20.031;17.264
toxin_MNPDB00426;-4.5;0.0;0.0
toxin_MNPDB00426;-4.1;22.564;20.89
toxin_MNPDB00426;-4.1;19.713;17.946
toxin_MNPDB00426;-4.0;18.03;15.795
toxin_MNPDB00426;-3.9;25.909;23.213
toxin_MNPDB00426;-3.9;30.894;29.678
toxin_MNPDB00426;-3.8;34.499;31.441
toxin_MNPDB00426;-3.8;2.59;1.893
toxin_MNPDB00426;-3.7;22.096;19.691
toxin_MNPDB00428;-5.7;0.0;0.0
toxin_MNPDB00428;-5.6;27.844;26.044
toxin_MNPDB00428;-5.6;31.157;27.74
toxin_MNPDB00428;-5.6;9.155;5.992
toxin_MNPDB00428;-5.5;15.73;12.705
toxin_MNPDB00428;-5.5;26.402;23.278
toxin_MNPDB00428;-5.4;20.944;17.803
toxin_MNPDB00428;-5.4;18.185;16.984
toxin_MNPDB00428;-5.4;27.56;26.22
toxin_MNPDB00429;-6.2;0.0;0.0
toxin_MNPDB00429;-6.2;16.16;12.335
toxin_MNPDB00429;-6.2;12.89;9.615
toxin_MNPDB00429;-6.1;25.692;22.093
toxin_MNPDB00429;-6.1;14.279;10.197
toxin_MNPDB00429;-6.1;15.588;11.436
toxin_MNPDB00429;-6.1;13.95;10.307
toxin_MNPDB00429;-6.1;14.755;11.214
toxin_MNPDB00429;-6.0;25.729;22.198
toxin_MNPDB00430;-6.5;0.0;0.0
toxin_MNPDB00430;-6.4;31.003;27.186
toxin_MNPDB00430;-6.4;32.091;28.342
toxin_MNPDB00430;-6.2;31.03;27.546
toxin_MNPDB00430;-6.2;25.955;22.973
toxin_MNPDB00430;-6.2;30.842;26.85
toxin_MNPDB00430;-6.1;22.788;19.542
toxin_MNPDB00430;-6.1;9.503;4.458
toxin_MNPDB00430;-6.1;29.572;27.916
toxin_MNPDB00431;-6.9;0.0;0.0
toxin_MNPDB00431;-6.9;20.358;16.751
toxin_MNPDB00431;-6.9;21.92;19.471
toxin_MNPDB00431;-6.7;22.732;20.302
toxin_MNPDB00431;-6.7;8.794;3.647
toxin_MNPDB00431;-6.6;29.834;26.249
toxin_MNPDB00431;-6.2;13.739;10.104
toxin_MNPDB00431;-6.1;29.137;26.083
toxin_MNPDB00431;-6.1;20.314;16.644
toxin_MNPDB00432;-7.1;0.0;0.0
toxin_MNPDB00432;-7.0;5.201;1.977
toxin_MNPDB00432;-6.9;2.886;1.874
toxin_MNPDB00432;-6.7;6.246;2.902
toxin_MNPDB00432;-6.5;28.915;25.545
toxin_MNPDB00432;-6.3;20.843;16.871
toxin_MNPDB00432;-6.1;31.077;27.475
toxin_MNPDB00432;-6.1;23.854;19.218
toxin_MNPDB00432;-6.0;9.182;4.041
toxin_MNPDB00433;-7.4;0.0;0.0
toxin_MNPDB00433;-7.1;5.435;2.849
toxin_MNPDB00433;-7.0;29.897;26.803
toxin_MNPDB00433;-7.0;6.773;3.389
toxin_MNPDB00433;-7.0;5.96;3.064
toxin_MNPDB00433;-7.0;30.109;27.304
toxin_MNPDB00433;-6.7;6.507;2.577
toxin_MNPDB00433;-6.7;20.228;16.738
toxin_MNPDB00433;-6.6;31.549;27.551
toxin_MNPDB00434;-6.7;0.0;0.0
toxin_MNPDB00434;-6.6;31.269;27.027
toxin_MNPDB00434;-6.5;6.051;2.522
toxin_MNPDB00434;-6.5;29.652;26.953
toxin_MNPDB00434;-6.4;30.779;26.827
toxin_MNPDB00434;-6.3;29.404;26.088
toxin_MNPDB00434;-6.3;34.189;30.074
toxin_MNPDB00434;-6.2;29.65;24.031
toxin_MNPDB00434;-6.2;32.351;27.376
toxin_MNPDB00435;-6.4;0.0;0.0
toxin_MNPDB00435;-6.1;36.14;33.249
toxin_MNPDB00435;-5.9;18.761;14.217
toxin_MNPDB00435;-5.7;29.908;27.381
toxin_MNPDB00435;-5.6;20.42;18.688
toxin_MNPDB00435;-5.4;35.155;32.161
toxin_MNPDB00435;-5.4;20.439;18.002
toxin_MNPDB00435;-5.3;33.538;28.999
toxin_MNPDB00435;-5.3;34.676;32.959
toxin_MNPDB00436;-6.6;0.0;0.0
toxin_MNPDB00436;-5.9;4.564;2.139
toxin_MNPDB00436;-5.5;5.313;3.087
toxin_MNPDB00436;-5.5;48.933;46.008
toxin_MNPDB00436;-5.5;47.798;44.656
toxin_MNPDB00436;-5.5;34.268;32.394
toxin_MNPDB00436;-5.4;47.285;44.251
toxin_MNPDB00436;-5.4;25.098;21.693
toxin_MNPDB00436;-5.3;30.808;28.231
toxin_MNPDB00437;-6.6;0.0;0.0
toxin_MNPDB00437;-6.2;20.255;17.603
toxin_MNPDB00437;-5.9;28.873;25.961
toxin_MNPDB00437;-5.9;4.186;1.933
toxin_MNPDB00437;-5.8;21.166;18.134
toxin_MNPDB00437;-5.7;21.516;18.263
toxin_MNPDB00437;-5.7;45.947;43.346
toxin_MNPDB00437;-5.6;20.652;18.341
toxin_MNPDB00437;-5.5;18.432;15.878
toxin_MNPDB00438;-6.0;0.0;0.0
toxin_MNPDB00438;-5.8;22.844;20.014
toxin_MNPDB00438;-5.7;20.137;15.707
toxin_MNPDB00438;-5.7;30.237;27.686
toxin_MNPDB00438;-5.6;42.638;39.285
toxin_MNPDB00438;-5.5;48.077;45.376
toxin_MNPDB00438;-5.5;5.862;1.733
toxin_MNPDB00438;-5.4;43.567;40.676
toxin_MNPDB00438;-5.4;37.81;36.17
toxin_MNPDB00441;-5.4;0.0;0.0
toxin_MNPDB00441;-5.1;11.308;8.585
toxin_MNPDB00441;-5.0;25.299;24.211
toxin_MNPDB00441;-4.9;4.942;1.261
toxin_MNPDB00441;-4.8;29.986;28.394
toxin_MNPDB00441;-4.7;26.505;25.349
toxin_MNPDB00441;-4.6;16.839;16.212
toxin_MNPDB00441;-4.6;24.29;21.322
toxin_MNPDB00441;-4.5;17.762;16.747
toxin_MNPDB00443;-7.9;0.0;0.0
toxin_MNPDB00443;-7.6;28.189;24.696
toxin_MNPDB00443;-7.5;9.716;4.532
toxin_MNPDB00443;-7.5;9.5;4.52
toxin_MNPDB00443;-7.4;30.861;27.587
toxin_MNPDB00443;-7.2;20.207;17.76
toxin_MNPDB00443;-7.1;45.199;40.919
toxin_MNPDB00443;-7.0;30.155;26.467
toxin_MNPDB00443;-7.0;22.98;18.606
toxin_MNPDB00444;-5.3;0.0;0.0
toxin_MNPDB00444;-5.1;42.041;39.168
toxin_MNPDB00444;-5.0;23.717;21.366
toxin_MNPDB00444;-5.0;31.866;30.195
toxin_MNPDB00444;-5.0;23.75;21.627
toxin_MNPDB00444;-4.9;24.322;22.03
toxin_MNPDB00444;-4.9;3.917;2.218
toxin_MNPDB00444;-4.9;14.392;12.4
toxin_MNPDB00444;-4.8;41.283;38.681
toxin_MNPDB00445;-4.1;0.0;0.0
toxin_MNPDB00445;-4.0;3.142;1.982
toxin_MNPDB00445;-3.9;25.322;24.051
toxin_MNPDB00445;-3.9;9.864;8.898
toxin_MNPDB00445;-3.7;25.218;24.224
toxin_MNPDB00445;-3.7;19.046;17.469
toxin_MNPDB00445;-3.7;10.392;9.525
toxin_MNPDB00445;-3.7;18.286;16.821
toxin_MNPDB00445;-3.6;3.445;2.341
toxin_MNPDB00446;-5.4;0.0;0.0
toxin_MNPDB00446;-5.3;37.759;35.142
toxin_MNPDB00446;-5.2;31.03;28.729
toxin_MNPDB00446;-5.1;20.732;18.564
toxin_MNPDB00446;-5.1;22.235;20.443
toxin_MNPDB00446;-5.1;28.021;26.248
toxin_MNPDB00446;-4.9;28.896;28.116
toxin_MNPDB00446;-4.9;37.228;35.032
toxin_MNPDB00446;-4.8;29.546;27.274
toxin_MNPDB00447;-6.1;0.0;0.0
toxin_MNPDB00447;-5.9;5.738;3.198
toxin_MNPDB00447;-5.7;6.007;3.253
toxin_MNPDB00447;-5.7;20.411;18.269
toxin_MNPDB00447;-5.6;5.15;2.366
toxin_MNPDB00447;-5.6;6.388;4.309
toxin_MNPDB00447;-5.5;30.131;27.001
toxin_MNPDB00447;-5.4;4.637;2.306
toxin_MNPDB00447;-5.4;32.346;30.807
toxin_MNPDB00448;-4.3;0.0;0.0
toxin_MNPDB00448;-4.2;29.149;26.033
toxin_MNPDB00448;-4.2;28.203;25.514
toxin_MNPDB00448;-4.1;6.975;2.328
toxin_MNPDB00448;-4.1;14.675;11.281
toxin_MNPDB00448;-4.1;28.852;25.842
toxin_MNPDB00448;-4.0;17.87;16.724
toxin_MNPDB00448;-3.9;29.039;25.727
toxin_MNPDB00448;-3.9;25.678;23.87
toxin_MNPDB00449;-4.8;0.0;0.0
toxin_MNPDB00449;-4.8;49.545;48.094
toxin_MNPDB00449;-4.4;21.526;19.351
toxin_MNPDB00449;-4.4;25.522;22.659
toxin_MNPDB00449;-4.4;23.508;18.787
toxin_MNPDB00449;-4.3;16.95;13.472
toxin_MNPDB00449;-4.3;18.047;14.735
toxin_MNPDB00449;-4.2;20.836;18.079
toxin_MNPDB00449;-4.2;21.656;18.729
toxin_MNPDB00450;-5.8;0.0;0.0
toxin_MNPDB00450;-5.6;10.805;3.263
toxin_MNPDB00450;-5.6;32.973;31.671
toxin_MNPDB00450;-5.6;17.132;15.547
toxin_MNPDB00450;-5.5;14.053;11.493
toxin_MNPDB00450;-5.4;18.336;15.402
toxin_MNPDB00450;-5.4;10.948;6.838
toxin_MNPDB00450;-5.4;17.238;15.049
toxin_MNPDB00450;-5.3;20.818;15.306
toxin_MNPDB00451;-5.5;0.0;0.0
toxin_MNPDB00451;-5.2;29.371;27.162
toxin_MNPDB00451;-5.2;33.644;31.359
toxin_MNPDB00451;-5.2;30.588;28.704
toxin_MNPDB00451;-5.1;30.217;28.412
toxin_MNPDB00451;-5.1;43.369;39.569
toxin_MNPDB00451;-5.1;39.966;37.64
toxin_MNPDB00451;-5.1;43.537;39.727
toxin_MNPDB00451;-4.9;40.258;36.705
toxin_MNPDB00452;-5.3;0.0;0.0
toxin_MNPDB00452;-5.0;4.789;1.731
toxin_MNPDB00452;-4.8;5.559;1.635
toxin_MNPDB00452;-4.8;13.344;11.718
toxin_MNPDB00452;-4.8;4.711;1.616
toxin_MNPDB00452;-4.6;3.683;1.799
toxin_MNPDB00452;-4.6;17.457;14.65
toxin_MNPDB00452;-4.6;55.561;53.601
toxin_MNPDB00452;-4.5;23.5;22.065
toxin_MNPDB00453;-6.7;0.0;0.0
toxin_MNPDB00453;-6.6;6.988;1.838
toxin_MNPDB00453;-6.5;12.69;7.452
toxin_MNPDB00453;-6.5;6.776;2.02
toxin_MNPDB00453;-6.4;12.86;9.122
toxin_MNPDB00453;-6.3;27.916;24.345
toxin_MNPDB00453;-5.8;17.552;14.994
toxin_MNPDB00453;-5.8;30.107;26.091
toxin_MNPDB00453;-5.6;14.081;11.913
toxin_MNPDB00455;-6.7;0.0;0.0
toxin_MNPDB00455;-6.6;15.196;12.299
toxin_MNPDB00455;-6.6;31.095;26.364
toxin_MNPDB00455;-6.5;3.234;2.229
toxin_MNPDB00455;-6.4;5.718;2.628
toxin_MNPDB00455;-6.3;2.455;2.024
toxin_MNPDB00455;-6.3;5.935;2.095
toxin_MNPDB00455;-6.3;16.412;13.213
toxin_MNPDB00455;-6.2;29.847;26.178
toxin_MNPDB00456;-6.2;0.0;0.0
toxin_MNPDB00456;-5.9;12.818;10.236
toxin_MNPDB00456;-5.4;28.045;25.563
toxin_MNPDB00456;-5.4;13.019;10.111
toxin_MNPDB00456;-5.3;31.172;27.499
toxin_MNPDB00456;-5.3;27.926;25.013
toxin_MNPDB00456;-5.2;33.032;28.69
toxin_MNPDB00456;-5.2;19.307;16.318
toxin_MNPDB00456;-5.2;45.105;42.192
toxin_MNPDB00457;-6.8;0.0;0.0
toxin_MNPDB00457;-6.5;13.275;7.077
toxin_MNPDB00457;-6.4;22.852;18.337
toxin_MNPDB00457;-6.4;15.612;9.857
toxin_MNPDB00457;-6.3;30.922;27.769
toxin_MNPDB00457;-6.3;27.161;23.655
toxin_MNPDB00457;-6.3;31.21;27.893
toxin_MNPDB00457;-6.2;16.359;10.625
toxin_MNPDB00457;-6.1;3.656;2.308
toxin_MNPDB00458;-7.8;0.0;0.0
toxin_MNPDB00458;-7.6;1.964;1.369
toxin_MNPDB00458;-6.9;25.608;22.676
toxin_MNPDB00458;-6.8;31.264;27.778
toxin_MNPDB00458;-6.7;5.104;2.326
toxin_MNPDB00458;-6.7;31.211;28.764
toxin_MNPDB00458;-6.7;15.993;10.009
toxin_MNPDB00458;-6.7;21.886;18.817
toxin_MNPDB00458;-6.6;29.381;27.503
toxin_MNPDB00459;-8.4;0.0;0.0
toxin_MNPDB00459;-7.3;5.556;1.875
toxin_MNPDB00459;-7.1;12.463;5.357
toxin_MNPDB00459;-7.1;13.047;5.333
toxin_MNPDB00459;-7.1;5.087;1.942
toxin_MNPDB00459;-7.0;28.64;24.273
toxin_MNPDB00459;-6.9;11.726;4.463
toxin_MNPDB00459;-6.9;34.292;29.296
toxin_MNPDB00459;-6.6;42.078;37.978
toxin_MNPDB00460;-4.1;0.0;0.0
toxin_MNPDB00460;-4.1;15.91;13.273
toxin_MNPDB00460;-4.1;23.99;21.91
toxin_MNPDB00460;-4.0;21.198;18.579
toxin_MNPDB00460;-4.0;45.198;41.029
toxin_MNPDB00460;-4.0;46.244;43.376
toxin_MNPDB00460;-3.9;21.043;18.702
toxin_MNPDB00460;-3.9;26.922;24.741
toxin_MNPDB00460;-3.8;24.874;22.428
toxin_MNPDB00461;-6.6;0.0;0.0
toxin_MNPDB00461;-6.4;12.699;9.564
toxin_MNPDB00461;-6.3;6.97;1.559
toxin_MNPDB00461;-6.2;7.127;1.689
toxin_MNPDB00461;-6.1;12.62;9.13
toxin_MNPDB00461;-5.9;19.952;18.922
toxin_MNPDB00461;-5.8;46.841;44.254
toxin_MNPDB00461;-5.8;39.325;37.93
toxin_MNPDB00461;-5.8;24.232;21.446
toxin_MNPDB00462;-6.4;0.0;0.0
toxin_MNPDB00462;-6.3;22.153;15.64
toxin_MNPDB00462;-6.0;26.725;23.761
toxin_MNPDB00462;-6.0;27.621;23.777
toxin_MNPDB00462;-5.8;24.08;21.347
toxin_MNPDB00462;-5.8;24.72;22.058
toxin_MNPDB00462;-5.6;6.029;1.885
toxin_MNPDB00462;-5.6;15.043;8.368
toxin_MNPDB00462;-5.5;27.418;23.759
toxin_MNPDB00467;-5.2;0.0;0.0
toxin_MNPDB00467;-5.1;23.37;21.627
toxin_MNPDB00467;-5.0;18.947;16.062
toxin_MNPDB00467;-5.0;29.088;26.865
toxin_MNPDB00467;-4.9;13.531;11.285
toxin_MNPDB00467;-4.8;27.543;25.346
toxin_MNPDB00467;-4.8;22.123;19.712
toxin_MNPDB00467;-4.8;29.346;26.877
toxin_MNPDB00467;-4.8;22.08;20.125
toxin_MNPDB00470;-6.9;0.0;0.0
toxin_MNPDB00470;-6.8;24.413;22.139
toxin_MNPDB00470;-6.8;23.618;18.794
toxin_MNPDB00470;-6.7;2.139;1.248
toxin_MNPDB00470;-6.6;19.334;13.668
toxin_MNPDB00470;-6.5;22.605;18.039
toxin_MNPDB00470;-6.4;8.859;3.1
toxin_MNPDB00470;-6.3;24.401;22.116
toxin_MNPDB00470;-6.1;22.215;16.579
toxin_MNPDB00471;-3.6;0.0;0.0
toxin_MNPDB00471;-3.5;23.029;21.934
toxin_MNPDB00471;-3.4;18.953;16.72
toxin_MNPDB00471;-3.4;3.288;2.338
toxin_MNPDB00471;-3.4;32.171;30.795
toxin_MNPDB00471;-3.3;24.443;22.936
toxin_MNPDB00471;-3.2;34.138;30.476
toxin_MNPDB00471;-3.2;29.907;28.216
toxin_MNPDB00471;-3.2;15.585;14.727
toxin_MNPDB00472;-4.8;0.0;0.0
toxin_MNPDB00472;-4.7;7.304;5.474
toxin_MNPDB00472;-4.7;8.293;3.251
toxin_MNPDB00472;-4.6;8.034;5.866
toxin_MNPDB00472;-4.5;39.261;36.63
toxin_MNPDB00472;-4.5;17.26;14.732
toxin_MNPDB00472;-4.4;20.739;19.369
toxin_MNPDB00472;-4.4;3.081;1.97
toxin_MNPDB00472;-4.4;8.702;3.552
toxin_MNPDB00473;-7.4;0.0;0.0
toxin_MNPDB00473;-7.3;5.224;2.82
toxin_MNPDB00473;-7.2;26.244;24.285
toxin_MNPDB00473;-7.2;12.693;6.145
toxin_MNPDB00473;-7.1;43.029;39.927
toxin_MNPDB00473;-7.0;43.624;40.282
toxin_MNPDB00473;-7.0;24.34;20.409
toxin_MNPDB00473;-6.8;39.105;34.671
toxin_MNPDB00473;-6.6;43.004;40.636
toxin_MNPDB00474;-6.2;0.0;0.0
toxin_MNPDB00474;-6.2;12.973;10.499
toxin_MNPDB00474;-6.0;63.581;61.036
toxin_MNPDB00474;-5.9;7.19;1.81
toxin_MNPDB00474;-5.7;7.889;2.718
toxin_MNPDB00474;-5.6;28.194;25.561
toxin_MNPDB00474;-5.6;13.491;10.736
toxin_MNPDB00474;-5.5;6.795;3.758
toxin_MNPDB00474;-5.5;31.854;29.199
toxin_MNPDB00476;-6.0;0.0;0.0
toxin_MNPDB00476;-5.8;11.759;8.972
toxin_MNPDB00476;-5.4;12.493;8.563
toxin_MNPDB00476;-5.4;12.706;9.645
toxin_MNPDB00476;-5.4;7.365;3.871
toxin_MNPDB00476;-5.3;3.982;1.997
toxin_MNPDB00476;-5.3;27.604;24.888
toxin_MNPDB00476;-5.2;22.457;17.809
toxin_MNPDB00476;-5.2;6.812;3.733
toxin_MNPDB00477;-5.8;0.0;0.0
toxin_MNPDB00477;-5.8;27.846;23.816
toxin_MNPDB00477;-5.8;8.422;5.119
toxin_MNPDB00477;-5.7;26.939;23.807
toxin_MNPDB00477;-5.7;17.022;12.329
toxin_MNPDB00477;-5.5;28.555;24.65
toxin_MNPDB00477;-5.4;7.427;4.481
toxin_MNPDB00477;-5.4;15.328;10.138
toxin_MNPDB00477;-5.4;8.241;3.126
toxin_MNPDB00478;-6.0;0.0;0.0
toxin_MNPDB00478;-5.8;12.309;9.231
toxin_MNPDB00478;-5.7;8.991;2.492
toxin_MNPDB00478;-5.7;9.904;6.024
toxin_MNPDB00478;-5.6;29.771;27.232
toxin_MNPDB00478;-5.6;30.231;26.896
toxin_MNPDB00478;-5.6;18.144;13.616
toxin_MNPDB00478;-5.6;18.465;14.018
toxin_MNPDB00478;-5.5;17.23;15.43
toxin_MNPDB00479;-7.0;0.0;0.0
toxin_MNPDB00479;-6.6;19.926;17.364
toxin_MNPDB00479;-6.1;20.432;17.386
toxin_MNPDB00479;-6.0;27.501;23.376
toxin_MNPDB00479;-6.0;27.221;24.421
toxin_MNPDB00479;-6.0;29.662;24.946
toxin_MNPDB00479;-5.9;29.565;25.381
toxin_MNPDB00479;-5.9;4.191;1.193
toxin_MNPDB00479;-5.8;28.998;25.367
toxin_MNPDB00480;-6.2;0.0;0.0
toxin_MNPDB00480;-6.0;28.946;26.566
toxin_MNPDB00480;-6.0;17.737;13.177
toxin_MNPDB00480;-6.0;29.619;25.288
toxin_MNPDB00480;-5.8;25.927;23.378
toxin_MNPDB00480;-5.7;26.867;23.806
toxin_MNPDB00480;-5.6;21.889;19.456
toxin_MNPDB00480;-5.6;26.286;23.789
toxin_MNPDB00480;-5.5;25.978;24.35
toxin_MNPDB00481;-4.9;0.0;0.0
toxin_MNPDB00481;-4.9;23.157;21.76
toxin_MNPDB00481;-4.9;23.166;21.778
toxin_MNPDB00481;-4.8;3.302;1.938
toxin_MNPDB00481;-4.8;23.356;22.023
toxin_MNPDB00481;-4.8;3.304;1.898
toxin_MNPDB00481;-4.8;21.876;20.8
toxin_MNPDB00481;-4.6;1.926;1.453
toxin_MNPDB00481;-4.6;39.712;39.259
toxin_MNPDB00482;-4.5;0.0;0.0
toxin_MNPDB00482;-4.4;14.973;14.423
toxin_MNPDB00482;-4.3;16.943;13.895
toxin_MNPDB00482;-4.2;17.101;14.485
toxin_MNPDB00482;-4.2;13.095;7.795
toxin_MNPDB00482;-4.2;17.127;15.327
toxin_MNPDB00482;-4.1;16.011;15.35
toxin_MNPDB00482;-4.1;14.257;10.603
toxin_MNPDB00482;-4.1;27.394;25.752
toxin_MNPDB00483;-4.5;0.0;0.0
toxin_MNPDB00483;-4.5;23.831;21.023
toxin_MNPDB00483;-4.5;25.786;24.839
toxin_MNPDB00483;-4.5;16.335;15.482
toxin_MNPDB00483;-4.4;10.625;8.862
toxin_MNPDB00483;-4.3;25.717;24.477
toxin_MNPDB00483;-4.3;18.849;17.25
toxin_MNPDB00483;-4.2;18.625;17.199
toxin_MNPDB00483;-4.1;28.887;26.986
toxin_MNPDB00484;-6.6;0.0;0.0
toxin_MNPDB00484;-6.6;2.338;0.09
toxin_MNPDB00484;-6.3;5.52;2.131
toxin_MNPDB00484;-5.9;3.915;2.045
toxin_MNPDB00484;-5.9;46.07;41.454
toxin_MNPDB00484;-5.9;3.472;1.949
toxin_MNPDB00484;-5.8;5.29;2.239
toxin_MNPDB00484;-5.8;46.036;41.353
toxin_MNPDB00484;-5.8;5.428;2.333
toxin_MNPDB00485;-6.4;0.0;0.0
toxin_MNPDB00485;-6.4;25.303;21.917
toxin_MNPDB00485;-6.1;45.764;43.909
toxin_MNPDB00485;-6.1;21.95;16.691
toxin_MNPDB00485;-6.0;20.795;17.428
toxin_MNPDB00485;-6.0;16.348;11.799
toxin_MNPDB00485;-6.0;15.84;11.922
toxin_MNPDB00485;-6.0;13.058;11.532
toxin_MNPDB00485;-5.9;14.676;12.161
toxin_MNPDB00486;-4.8;0.0;0.0
toxin_MNPDB00486;-4.4;2.388;1.211
toxin_MNPDB00486;-4.2;18.241;16.943
toxin_MNPDB00486;-4.2;18.345;16.769
toxin_MNPDB00486;-4.1;10.544;9.572
toxin_MNPDB00486;-4.1;30.476;29.565
toxin_MNPDB00486;-3.9;10.753;9.726
toxin_MNPDB00486;-3.9;15.508;14.699
toxin_MNPDB00486;-3.8;15.458;14.527
toxin_MNPDB00487;-5.9;0.0;0.0
toxin_MNPDB00487;-5.7;2.126;1.52
toxin_MNPDB00487;-5.7;20.152;16.594
toxin_MNPDB00487;-5.6;5.857;2.487
toxin_MNPDB00487;-5.3;4.084;2.726
toxin_MNPDB00487;-5.2;3.606;2.098
toxin_MNPDB00487;-5.1;41.98;39.285
toxin_MNPDB00487;-4.9;43.163;39.951
toxin_MNPDB00487;-4.9;42.217;38.546
toxin_MNPDB00489;-5.9;0.0;0.0
toxin_MNPDB00489;-5.9;23.609;19.848
toxin_MNPDB00489;-5.9;16.818;14.742
toxin_MNPDB00489;-5.8;26.659;24.744
toxin_MNPDB00489;-5.6;23.754;20.331
toxin_MNPDB00489;-5.6;25.208;21.56
toxin_MNPDB00489;-5.5;21.982;19.322
toxin_MNPDB00489;-5.5;6.849;4.067
toxin_MNPDB00489;-5.4;26.343;24.623
toxin_MNPDB00490;-6.1;0.0;0.0
toxin_MNPDB00490;-6.0;18.58;16.143
toxin_MNPDB00490;-5.7;42.364;40.541
toxin_MNPDB00490;-5.6;43.117;41.274
toxin_MNPDB00490;-5.5;41.993;40.204
toxin_MNPDB00490;-5.5;30.859;28.326
toxin_MNPDB00490;-5.4;25.529;23.742
toxin_MNPDB00490;-5.4;17.261;14.029
toxin_MNPDB00490;-5.3;22.474;21.07
toxin_MNPDB00491;-5.9;0.0;0.0
toxin_MNPDB00491;-5.8;26.286;20.642
toxin_MNPDB00491;-5.7;29.613;27.721
toxin_MNPDB00491;-5.7;9.249;7.018
toxin_MNPDB00491;-5.7;9.369;7.133
toxin_MNPDB00491;-5.7;2.392;0.554
toxin_MNPDB00491;-5.6;29.633;27.672
toxin_MNPDB00491;-5.6;24.388;19.475
toxin_MNPDB00491;-5.6;24.774;19.485
toxin_MNPDB00492;-7.3;0.0;0.0
toxin_MNPDB00492;-7.1;29.217;26.166
toxin_MNPDB00492;-7.1;6.852;2.988
toxin_MNPDB00492;-7.1;31.154;27.778
toxin_MNPDB00492;-7.1;27.461;23.641
toxin_MNPDB00492;-6.9;12.787;8.225
toxin_MNPDB00492;-6.8;30.027;26.173
toxin_MNPDB00492;-6.8;31.172;27.233
toxin_MNPDB00492;-6.7;13.46;8.935
toxin_MNPDB00493;-5.9;0.0;0.0
toxin_MNPDB00493;-5.9;4.202;1.616
toxin_MNPDB00493;-5.8;3.84;1.574
toxin_MNPDB00493;-5.8;21.267;19.465
toxin_MNPDB00493;-5.6;13.161;11.32
toxin_MNPDB00493;-5.6;26.261;24.147
toxin_MNPDB00493;-5.5;3.968;1.568
toxin_MNPDB00493;-5.2;17.75;15.661
toxin_MNPDB00493;-5.2;3.779;1.812
toxin_MNPDB00494;-7.2;0.0;0.0
toxin_MNPDB00494;-7.1;11.39;8.577
toxin_MNPDB00494;-6.5;17.049;11.871
toxin_MNPDB00494;-6.4;25.833;22.326
toxin_MNPDB00494;-6.3;7.194;1.733
toxin_MNPDB00494;-6.2;24.915;20.348
toxin_MNPDB00494;-6.1;33.483;30.727
toxin_MNPDB00494;-6.1;27.556;25.355
toxin_MNPDB00494;-6.1;31.05;28.064
toxin_MNPDB00495;-7.8;0.0;0.0
toxin_MNPDB00495;-7.6;6.267;3.04
toxin_MNPDB00495;-7.3;31.589;28.177
toxin_MNPDB00495;-7.2;5.371;1.989
toxin_MNPDB00495;-7.2;32.239;29.794
